Actual,Predicted
10,9.999277
16,15.999126
7,6.999187
15,14.999084
15,14.998929
18,17.999035
10,9.9990635
11,10.998972
6,5.9990726
20,19.998922
18,17.999233
29,28.999123
25,24.998766
14,13.998838
9,8.998962
28,27.99895
15,14.998873
0,-0.0009126663
29,28.998909
27,26.998852
13,12.999014
17,16.998936
14,13.9989395
13,12.998929
11,10.99902
14,13.998989
12,11.9991
0,-0.00013753772
3,2.999642
8,7.9996643
0,-0.0005912781
4,3.9995131
3,2.9994588
8,7.9992933
7,6.9993477
12,11.999289
8,7.9993353
1,0.9992323
6,5.9993477
9,8.999258
0,-0.0006133914
3,2.9993672
9,8.9993515
4,3.9993644
2,1.9993831
2,1.9993334
2,1.9993755
3,2.9995065
2,1.9995501
2,1.9994336
3,2.9996228
0,-0.00033068657
6,5.999648
2,1.9995892
2,1.9995445
4,3.9994698
2,1.9995226
5,4.99954
11,10.999533
6,5.9994516
4,3.9994326
8,7.999328
6,5.9991865
6,5.99922
11,10.999142
12,11.999201
12,11.999154
5,4.9991655
8,7.999055
6,5.999033
12,11.998924
5,4.9992056
9,8.999178
13,12.999222
7,6.999214
6,5.9991713
11,10.999237
7,6.9991784
6,5.9993296
0,-0.000569582
0,-0.00050240755
3,2.9995122
2,1.9996098
5,4.999676
2,1.9995736
11,10.999577
7,6.999447
4,3.999403
8,7.9993215
9,8.99924
11,10.999289
8,7.999341
8,7.9992857
21,20.999222
8,7.999094
17,16.999138
16,15.999006
5,4.9988956
9,8.999107
2,1.9991144
2,1.9993142
7,6.9991875
2,1.9994433
0,-0.00043088198
0,-0.00033515692
0,-0.00030899048
18,17.999561
5,4.9994144
5,4.999407
0,-0.00066137314
2,1.9993461
5,4.9994483
5,4.9994736
8,7.9994435
4,3.999383
2,1.9994987
13,12.999442
0,-0.0005271435
7,6.9994755
0,-0.0005491376
6,5.9993987
8,7.9994574
6,5.99939
0,-0.0005028248
2,1.9994864
0,-0.00040870905
0,-0.00029432774
0,-0.00013840199
2,1.9998479
0,-0.00028273463
10,9.999138
24,23.998974
11,10.998972
14,13.9989605
6,5.9991083
4,3.9991326
13,12.999296
4,3.9992719
15,14.999238
20,19.999172
7,6.9991364
10,9.998907
13,12.999118
27,26.999077
13,12.999113
13,12.9990225
9,8.999089
20,19.99892
16,15.998989
4,3.9991322
36,35.998993
17,16.998985
13,12.998964
3,2.9991174
11,10.998957
6,5.9992085
14,13.999172
15,14.999255
9,8.999027
3,2.9991283
16,15.999102
12,11.999086
27,26.999043
11,10.99909
15,14.999033
4,3.9991035
26,25.998924
19,18.999048
15,14.998972
12,11.999104
12,11.999035
13,12.999011
12,11.999054
7,6.999138
23,22.999146
16,15.998993
14,13.999086
15,14.999109
11,10.999022
20,19.99899
8,7.999003
9,8.99909
16,15.999034
23,22.998985
27,26.999012
14,13.998975
9,8.998938
12,11.999022
17,16.999071
23,22.998926
12,11.999002
7,6.998996
7,6.9991517
0,-0.0008701086
14,13.999264
23,22.99923
24,23.998985
16,15.998983
9,8.99886
22,21.998968
8,7.9990883
20,19.999044
28,27.999039
17,16.998898
9,8.99893
12,11.999016
31,30.998997
15,14.9989605
26,25.998995
16,15.998919
24,23.99878
43,42.998913
16,15.998775
15,14.998783
9,8.998896
24,23.998938
18,17.998978
22,21.999018
20,19.998894
20,19.998894
14,13.998793
18,17.99885
24,23.99893
15,14.998807
21,20.99887
24,23.99897
21,20.998856
15,14.998964
10,9.999021
19,18.998955
13,12.99901
29,28.999023
20,19.999023
10,9.99895
10,9.999016
14,13.998946
19,18.998974
6,5.999136
14,13.99899
8,7.9990478
16,15.999102
7,6.999134
33,32.999134
21,20.999031
22,21.998947
15,14.998878
23,22.998869
10,9.998884
13,12.998972
7,6.9990416
15,14.999157
17,16.999172
20,19.999098
12,11.999022
12,11.998988
14,13.998976
13,12.9990015
21,20.999054
12,11.999052
7,6.999021
15,14.999018
8,7.9991145
11,10.99921
22,21.999077
13,12.99897
14,13.999042
19,18.998981
19,18.998995
4,3.9990702
18,17.999033
18,17.999016
12,11.999054
26,25.999044
16,15.99901
14,13.998995
17,16.998945
25,24.998936
27,26.998999
13,12.998883
14,13.998945
26,25.99887
25,24.998934
22,21.998917
9,8.998967
21,20.998878
11,10.999014
15,14.999034
20,19.999035
21,20.998941
11,10.999046
15,14.999012
12,11.9988365
5,4.999026
22,21.999147
11,10.99906
26,25.998983
21,20.99888
13,12.998839
20,19.998972
8,7.9988937
14,13.99904
29,28.998974
20,19.998962
10,9.999012
22,21.99889
18,17.998837
10,9.998889
18,17.998951
26,25.998857
21,20.998951
26,25.998833
12,11.998825
18,17.99881
23,22.998903
7,6.9990225
21,20.99894
8,7.9990206
6,5.9990535
20,19.999075
13,12.999117
8,7.9991903
22,21.999184
13,12.999048
18,17.99905
19,18.998981
15,14.998958
15,14.998968
13,12.998981
20,19.999092
16,15.99904
9,8.998932
28,27.998993
10,9.99904
12,11.998972
7,6.9990587
25,24.99896
22,21.999119
20,19.999058
21,20.998985
16,15.998791
22,21.998875
22,21.998995
12,11.998955
20,19.998987
15,14.998876
4,3.998959
16,15.999046
8,7.999151
24,23.999054
11,10.999197
6,5.9989953
15,14.999049
17,16.999004
14,13.999018
17,16.999004
31,30.99889
19,18.99887
16,15.998856
21,20.99876
9,8.9987335
18,17.998947
15,14.998976
12,11.9990225
8,7.999112
19,18.999039
17,16.999062
14,13.999036
28,27.99897
18,17.99889
18,17.998865
24,23.99892
15,14.998802
15,14.998833
26,25.998896
18,17.998838
7,6.9990273
16,15.998985
17,16.999031
15,14.999004
24,23.999012
26,25.998905
21,20.998766
14,13.9988575
7,6.99891
25,24.9989
28,27.998955
31,30.998835
28,27.998856
37,36.998596
18,17.998604
15,14.998693
16,15.998736
9,8.9988365
31,30.99897
17,16.998882
40,39.998817
36,35.99882
2,1.9996059
0,-0.00019431114
0,-0.00012212992
0,-0.00014328957
1,0.9997406
0,-0.00019967556
3,2.9997468
0,-0.0002706349
0,-0.00027498603
0,-0.0002654791
0,-0.00023695827
0,-0.00013682246
0,-0.00014337897
7,6.99951
2,1.9996867
0,-0.00037306547
3,2.9996147
4,3.9995623
4,3.9996362
0,-0.00032794476
0,-0.0004249215
0,-0.00044327974
0,-0.00026226044
4,3.9997606
1,0.99973845
0,-0.00026148558
0,-0.00020712614
0,-0.00020986795
3,2.9996676
2,1.9996237
11,10.999205
23,22.99912
2,1.9992629
0,-0.000613451
12,11.999207
6,5.999215
4,3.9995117
2,1.9995352
8,7.9993353
4,3.999515
3,2.9994802
0,-0.0004994273
0,-0.00039845705
20,19.999123
6,5.999225
2,1.9994704
0,-0.0005081892
0,-0.0005105734
2,1.9996872
0,-0.00031471252
8,7.999571
0,-0.00026243925
6,5.9996724
2,1.9997146
0,-0.00025117397
2,1.9997072
9,8.999544
0,-0.00035697222
0,-0.00030434132
0,-0.00028276443
0,-0.0002782941
0,-0.00023049116
0,-0.00021827221
1,0.9996989
0,-0.00027033687
4,3.999631
0,-0.00023645163
0,-0.0003233552
0,-0.00020384789
5,4.9996347
4,3.9995813
0,-0.00033968687
2,1.9996204
0,-0.00037270784
5,4.999606
0,-0.0002888441
0,-0.00025129318
1,0.99970865
0,-0.0003168583
0,-0.0002566576
0,-0.00022122264
10,9.999341
17,16.999107
1,0.9993005
2,1.999379
0,-0.0005866885
12,11.999415
17,16.999456
15,14.999256
11,10.999142
4,3.9991674
2,1.9992465
11,10.999169
5,4.999419
0,-0.0005437732
4,3.9994636
9,8.999315
26,25.999268
8,7.9990425
11,10.999113
7,6.9990873
26,25.998886
19,18.999016
20,19.99896
15,14.9989195
17,16.998861
21,20.99889
24,23.998852
21,20.998802
12,11.998838
12,11.998838
18,17.998888
14,13.998887
8,7.9989834
12,11.9990635
14,13.999056
31,30.999027
5,4.998984
8,7.9989567
12,11.998926
7,6.999048
4,3.9992447
19,18.999203
17,16.999119
21,20.99905
17,16.999073
11,10.998895
7,6.9989634
20,19.998951
13,12.998896
9,8.999111
9,8.998959
18,17.999031
19,18.998951
8,7.9990387
8,7.9990234
6,5.9991264
11,10.999216
7,6.9992876
7,6.999213
13,12.999134
16,15.999188
7,6.999233
19,18.999107
12,11.999019
27,26.9989
19,18.998972
11,10.998991
9,8.998992
16,15.99904
19,18.998884
21,20.999023
13,12.998951
16,15.998767
17,16.998806
9,8.99892
13,12.999066
16,15.999094
7,6.999017
14,13.999168
10,9.999131
12,11.99909
2,1.9991976
14,13.999239
6,5.9992533
9,8.999223
10,9.999182
6,5.999299
2,1.9993018
6,5.999285
3,2.9993563
2,1.9994625
5,4.999426
4,3.999538
11,10.999449
5,4.999406
8,7.999378
8,7.9993877
2,1.9992433
2,1.999357
3,2.9994087
10,9.999401
17,16.999369
10,9.999262
19,18.999214
8,7.999112
4,3.9991665
6,5.999233
5,4.999183
3,2.9993696
2,1.9995174
2,1.9994167
6,5.9994183
5,4.999469
17,16.99934
10,9.999239
7,6.9992476
4,3.9992843
5,4.999243
5,4.999447
2,1.9994413
4,3.9994802
2,1.9995297
8,7.9994965
2,1.9994848
12,11.99941
0,-0.0005634427
5,4.999449
3,2.9994917
2,1.9995227
4,3.9995294
3,2.999545
4,3.9994745
1,0.9995533
12,11.99939
6,5.99944
2,1.9993114
3,2.9993906
7,6.99941
0,-0.00057023764
12,11.9994755
4,3.9994264
7,6.999304
7,6.9993067
6,5.999362
16,15.999224
0,-0.0007536411
6,5.9993258
7,6.9993935
9,8.999304
6,5.999446
19,18.999233
13,12.999258
6,5.9991612
3,2.9992352
2,1.9993283
3,2.9994621
5,4.9995127
2,1.9994944
0,-0.00042670965
0,-0.00039464235
0,-0.00035071373
2,1.9996516
0,-0.00015774369
3,2.9998474
0,-0.00021988153
7,6.9996805
3,2.999596
3,2.9995718
0,-0.00037944317
0,-0.0003631711
2,1.999674
5,4.9996557
9,8.999582
1,0.99950707
0,-0.00048542023
2,1.9994806
0,-0.00040882826
0,-0.00020676851
0,-0.00018820167
2,1.9997462
3,2.9996848
0,-0.00034570694
0,-0.00032272935
1,0.9996275
0,-0.00016623735
2,1.999816
3,2.9997592
0,-0.00030207634
18,17.999454
9,8.999302
7,6.9993715
7,6.999298
0,-0.00067681074
0,-0.00048053265
0,-0.00040262938
2,1.9997035
3,2.9997797
4,3.9996386
0,-0.00035071373
0,-0.00031912327
2,1.9996608
2,1.9996763
3,2.9995818
2,1.9996885
1,0.9996617
0,-0.00041031837
0,-0.00033685565
2,1.9997096
17,17.017582
7,6.9994397
0,-0.00061249733
1,0.9993302
3,2.9993458
2,1.9995726
2,1.9996903
0,-0.00033557415
0,-0.00029557943
4,3.999732
3,2.9996877
0,-0.00024658442
3,2.9996595
0,-0.00036126375
11,10.999518
17,16.999367
21,20.999329
7,6.999175
3,2.999178
5,4.9991903
2,1.9993135
6,5.9994173
7,6.999538
3,2.999464
13,12.999449
5,4.9994044
17,16.999374
7,6.999198
9,8.999282
9,8.999297
2,1.9993342
5,4.999363
0,-0.000541389
3,2.999539
5,4.999541
4,3.9995217
3,2.9995666
13,12.999451
5,4.9993963
7,6.9993362
16,15.999394
5,4.9992466
6,5.9993677
4,3.9993534
0,-0.0005297661
0,-0.00036799908
4,3.9996438
0,-0.00030207634
0,-0.00027620792
0,-0.00024676323
0,-0.00023660064
2,1.999861
0,-0.00018551946
14,13.99949
0,-0.00044322014
3,2.999537
10,9.999468
6,5.9994125
11,10.999413
15,14.999206
12,11.998997
9,8.999041
19,18.999096
6,5.999019
24,23.999096
30,29.998886
13,12.999012
4,3.999403
0,-0.00035488605
1,0.9996686
2,1.9996867
2,1.9996936
0,-0.0003258586
5,4.9996567
8,7.9995146
0,-0.0005198121
11,10.999376
5,4.999408
0,-0.000690341
5,4.999426
12,11.999356
8,7.9994764
6,5.9993925
23,22.999249
19,18.999012
